greenness degree,cleanliness degree,crowdedness degree,noisy degree,skin feeling degree,stress degree,personal aqi degree,safety degree,hum,tem,uv,part_of_day_Afternoon,part_of_day_Early Morning,part_of_day_Evening,part_of_day_Morning,Not rush hour,Rush hour,distance_to_airport,Temperature,Dew Point,Humidity,Wind Speed,Pressure
3,2,3,2,2,1,5,1,68.0,33,70.0,0.0,0.0,0.0,1.0,0.0,1.0,7.026208217052216,28.88888888888889,26.11111111111111,84,12,29.7
3,3,5,4,3,3,2,2,89.0,28,1.0,0.0,0.0,0.0,1.0,0.0,1.0,7.061095896921059,27.77777777777778,26.11111111111111,89,2,29.73
2,3,4,4,3,2,3,3,50.0,36,219.0,0.0,0.0,0.0,1.0,0.0,1.0,8.12726530664003,27.77777777777778,26.11111111111111,89,5,29.73
3,3,3,3,2,4,4,2,54.0,35,40.0,1.0,0.0,0.0,0.0,1.0,0.0,5.868320332747545,32.22222222222222,23.88888888888889,62,2,29.7
2,1,4,4,2,1,5,1,72.0,32,17.0,0.0,0.0,1.0,0.0,0.0,1.0,8.26114372072261,31.11111111111111,23.88888888888889,66,15,29.55
1,1,4,4,3,3,3,3,78.0,31,10.0,0.0,0.0,0.0,1.0,0.0,1.0,7.2745180207424065,30.0,27.22222222222222,84,1,29.73
4,2,2,1,5,5,1,5,58.0,35,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.568373378707209,27.22222222222222,23.88888888888889,84,1,29.73
2,2,3,3,3,3,3,3,70.0,31,24.0,0.0,0.0,0.0,1.0,0.0,1.0,6.67208616339026,28.88888888888889,25.0,79,7,29.7
4,3,3,3,3,3,3,3,59.0,34,4.0,1.0,0.0,0.0,0.0,1.0,0.0,7.012149880214475,32.22222222222222,22.77777777777778,59,5,29.64
2,2,1,2,4,4,1,3,61.0,34,545.0,0.0,0.0,1.0,0.0,0.0,1.0,6.441126558530581,30.0,25.0,74,3,29.64
2,2,3,3,2,2,2,3,89.0,28,1.0,0.0,0.0,0.0,1.0,0.0,1.0,8.290502987116332,30.0,26.11111111111111,79,6,29.73
1,5,5,5,2,3,4,1,50.0,37,372.0,1.0,0.0,0.0,0.0,1.0,0.0,5.569784807530611,32.22222222222222,23.88888888888889,62,2,29.7
3,2,4,4,2,2,4,2,75.0,32,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.645113135417142,32.77777777777778,23.88888888888889,59,6,29.64
2,1,4,4,2,2,5,2,77.0,31,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.479754334853077,31.11111111111111,23.88888888888889,66,7,29.67
3,2,3,2,2,2,3,2,61.0,35,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.642808500679573,31.11111111111111,25.0,70,14,29.76
2,4,3,2,1,2,4,1,75.0,30,34.0,1.0,0.0,0.0,0.0,1.0,0.0,7.148287848742263,31.11111111111111,25.0,70,7,29.7
1,1,2,2,2,2,1,3,56.0,35,601.0,1.0,0.0,0.0,0.0,1.0,0.0,6.421921126183198,32.22222222222222,23.88888888888889,62,6,29.67
3,3,3,3,3,3,3,3,63.0,34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.571181973186025,30.0,25.0,74,0,29.73
1,1,5,5,1,1,4,1,69.0,2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.568385131810371,32.77777777777778,25.0,63,9,29.67
2,2,3,3,4,3,2,4,64.0,33,11.0,0.0,0.0,0.0,1.0,0.0,1.0,8.32635423219491,30.0,26.11111111111111,79,2,29.73
3,2,2,4,2,1,3,3,69.0,31,24.0,1.0,0.0,0.0,0.0,1.0,0.0,6.667661895561858,32.77777777777778,23.88888888888889,59,3,29.7
1,4,2,2,4,4,2,4,60.0,34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.080982913937444,28.88888888888889,26.11111111111111,84,12,29.64
2,2,4,4,2,2,3,2,54.0,36,773.0,0.0,0.0,1.0,0.0,0.0,1.0,7.1546814231299285,30.0,25.0,74,3,29.64
3,3,2,2,2,3,2,3,48.0,37,95.0,0.0,0.0,0.0,1.0,1.0,0.0,8.314817300803693,32.22222222222222,25.0,66,8,29.7
3,3,4,3,1,2,3,3,84.0,29,60.0,1.0,0.0,0.0,0.0,1.0,0.0,7.012501491486797,32.22222222222222,23.88888888888889,62,2,29.7
2,2,2,2,1,2,2,2,61.0,34,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.30072547608243,32.77777777777778,23.88888888888889,59,6,29.73
1,4,3,3,5,5,5,1,60.0,34,16.0,0.0,0.0,0.0,1.0,0.0,1.0,6.101101566028931,26.11111111111111,26.11111111111111,100,3,29.76
5,5,2,2,4,4,2,4,62.0,33,18.0,0.0,0.0,0.0,1.0,0.0,1.0,6.413212128897532,28.88888888888889,25.0,79,2,29.7
2,4,1,1,4,4,1,5,77.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.416159928752833,28.88888888888889,27.22222222222222,89,6,29.73
2,2,2,2,4,4,2,4,53.0,36,50.0,1.0,0.0,0.0,0.0,1.0,0.0,5.5698732630988665,32.77777777777778,23.88888888888889,59,2,29.67
2,1,4,4,2,2,2,2,51.0,37,536.0,1.0,0.0,0.0,0.0,1.0,0.0,6.426916396226491,32.77777777777778,25.0,63,7,29.64
1,1,4,4,1,1,4,1,61.0,34,545.0,1.0,0.0,0.0,0.0,1.0,0.0,7.376959235343176,32.22222222222222,23.88888888888889,62,8,29.64
2,2,5,5,1,1,4,1,78.0,31,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.574105052449228,32.22222222222222,25.0,66,7,29.67
2,2,2,2,4,4,2,4,73.0,32,11.0,0.0,0.0,0.0,1.0,0.0,1.0,7.150265565298438,28.88888888888889,25.0,79,8,29.79
3,5,4,4,5,3,3,3,62.0,32,4.0,0.0,0.0,1.0,0.0,0.0,1.0,8.289254184368657,28.88888888888889,25.0,79,3,29.61
2,2,4,4,2,2,3,3,58.0,35,9.0,1.0,0.0,0.0,0.0,1.0,0.0,7.772755084451218,32.22222222222222,23.88888888888889,62,5,29.73
4,4,2,2,4,4,2,5,78.0,31,10.0,0.0,0.0,0.0,1.0,0.0,1.0,7.2745180207424065,30.0,27.22222222222222,84,1,29.73
3,3,3,3,3,3,3,3,72.0,32,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.012321768343242,32.22222222222222,23.88888888888889,62,7,29.61
4,3,5,4,4,2,1,2,87.0,28,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.069051497141363,28.88888888888889,26.11111111111111,84,0,29.73
3,5,3,3,5,5,3,5,63.0,33,89.0,0.0,0.0,0.0,1.0,1.0,0.0,8.350189773268626,31.11111111111111,25.0,70,2,29.76
2,2,4,4,2,2,4,2,59.0,35,52.0,1.0,0.0,0.0,0.0,1.0,0.0,7.1531567968860434,32.22222222222222,25.0,66,7,29.67
5,4,3,3,3,4,2,3,61.0,34,10.0,0.0,0.0,0.0,1.0,0.0,1.0,6.434445034704821,31.11111111111111,25.0,70,10,29.76
3,3,2,2,3,3,3,2,68.0,33,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.2389288226766775,32.22222222222222,25.0,66,6,29.73
2,4,4,4,3,3,3,3,69.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.552040945996955,28.88888888888889,25.0,79,8,29.7
5,5,4,4,4,3,3,2,77.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.416159928752833,28.88888888888889,27.22222222222222,89,6,29.73
4,4,3,3,3,3,2,4,72.0,32,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.850203055820148,32.77777777777778,23.88888888888889,59,6,29.64
2,2,2,2,3,3,2,2,49.0,37,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.426119487345481,27.77777777777778,26.11111111111111,89,8,29.73
3,3,2,1,4,4,2,5,75.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.4156238185669885,28.88888888888889,26.11111111111111,84,1,29.73
2,5,2,2,1,1,4,1,65.0,33,36.0,0.0,0.0,0.0,1.0,1.0,0.0,7.123769728589116,31.11111111111111,22.77777777777778,62,5,29.76
4,4,3,3,3,3,2,3,79.0,31,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.9197071907894525,31.11111111111111,25.0,70,12,29.64
3,3,3,3,3,3,3,3,59.0,34,9.0,1.0,0.0,0.0,0.0,1.0,0.0,6.844085577614415,32.22222222222222,23.88888888888889,62,2,29.7
4,4,2,2,4,4,1,3,79.0,31,6.0,0.0,0.0,0.0,1.0,1.0,0.0,5.643426733089695,32.77777777777778,23.88888888888889,59,6,29.73
2,3,2,2,3,2,2,3,55.0,36,15.0,0.0,0.0,0.0,1.0,1.0,0.0,6.289034989371487,31.11111111111111,23.88888888888889,66,5,29.76
4,4,3,3,4,4,2,4,63.0,33,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.832851160988513,32.22222222222222,23.88888888888889,62,7,29.67
2,2,3,3,2,2,1,2,78.0,30,3.0,1.0,0.0,0.0,0.0,1.0,0.0,8.248496030706109,33.888888888888886,25.0,59,6,29.7
2,2,4,4,3,2,2,2,66.0,33,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.201964291736032,30.0,26.11111111111111,79,3,29.73
2,3,3,3,5,5,5,3,54.0,35,18.0,0.0,0.0,0.0,1.0,0.0,1.0,8.316444508799423,26.11111111111111,26.11111111111111,100,3,29.76
2,2,4,5,2,2,4,2,58.0,35,9.0,1.0,0.0,0.0,0.0,1.0,0.0,7.772755084451218,32.22222222222222,23.88888888888889,62,5,29.73
2,2,3,3,3,3,2,3,63.0,33,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.832851160988513,32.22222222222222,23.88888888888889,62,7,29.67
3,4,2,2,4,4,5,1,60.0,34,24.0,0.0,0.0,0.0,1.0,0.0,1.0,8.363052114227969,26.11111111111111,26.11111111111111,100,3,29.76
3,3,5,5,2,2,5,1,62.0,34,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.420915291993301,31.11111111111111,23.88888888888889,66,9,29.67
3,5,3,3,3,4,2,3,60.0,34,4.0,1.0,0.0,0.0,0.0,1.0,0.0,7.916075177318237,32.77777777777778,23.88888888888889,59,3,29.7
2,2,4,5,2,2,3,2,48.0,38,129.0,0.0,0.0,1.0,0.0,0.0,1.0,6.6221570848867275,27.77777777777778,23.88888888888889,79,1,29.7
2,2,3,3,2,2,4,2,71.0,30,116.0,1.0,0.0,0.0,0.0,1.0,0.0,6.615562376637378,31.11111111111111,25.0,70,7,29.7
3,3,2,2,4,4,2,4,49.0,37,92.0,0.0,0.0,0.0,1.0,0.0,1.0,5.6818609421547865,28.88888888888889,26.11111111111111,84,5,29.76
3,4,3,3,3,3,3,3,57.0,34,79.0,0.0,0.0,0.0,1.0,1.0,0.0,6.46835385483181,31.11111111111111,25.0,70,1,29.73
2,2,4,4,2,2,5,2,55.0,35,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.197571081448307,27.77777777777778,23.88888888888889,79,1,29.7
3,3,5,5,2,2,5,3,48.0,38,129.0,0.0,0.0,1.0,0.0,0.0,1.0,6.6221570848867275,27.77777777777778,23.88888888888889,79,1,29.7
2,2,4,5,2,2,3,2,78.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.5571807246982905,28.88888888888889,26.11111111111111,84,6,29.73
1,1,3,3,2,2,3,2,59.0,35,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.755975982359269,32.22222222222222,25.0,66,7,29.67
2,2,2,2,4,4,2,4,67.0,33,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.6818609421547865,28.88888888888889,26.11111111111111,84,5,29.76
2,2,3,3,2,2,2,2,68.0,33,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.410632053795693,32.22222222222222,25.0,66,9,29.64
4,4,1,1,5,5,1,5,49.0,37,92.0,0.0,0.0,0.0,1.0,0.0,1.0,5.6818609421547865,28.88888888888889,26.11111111111111,84,5,29.76
2,2,3,3,3,3,3,3,75.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.500711276745419,30.0,26.11111111111111,79,5,29.76
2,2,2,3,3,3,2,2,55.0,36,69.0,0.0,0.0,0.0,1.0,1.0,0.0,7.153170862668017,31.11111111111111,22.77777777777778,62,5,29.76
5,4,2,1,5,5,1,5,74.0,32,9.0,1.0,0.0,0.0,0.0,1.0,0.0,6.415535534503187,28.88888888888889,25.0,79,13,29.73
3,3,3,3,2,3,3,3,59.0,34,49.0,0.0,0.0,0.0,1.0,0.0,1.0,5.583255666404068,27.77777777777778,26.11111111111111,89,7,29.76
4,5,2,1,5,5,1,5,59.0,34,78.0,0.0,0.0,0.0,1.0,0.0,1.0,7.235402411056873,27.77777777777778,25.0,84,6,29.73
1,1,3,3,3,3,3,3,70.0,31,24.0,0.0,0.0,0.0,1.0,0.0,1.0,6.67208616339026,28.88888888888889,25.0,79,7,29.7
2,2,5,5,2,2,4,2,63.0,33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.255635083821934,31.11111111111111,23.88888888888889,66,8,29.64
2,3,1,1,5,5,1,5,75.0,31,2.0,0.0,0.0,0.0,1.0,0.0,1.0,5.565917207288112,28.88888888888889,26.11111111111111,84,1,29.73
1,4,3,3,4,3,3,2,48.0,37,74.0,0.0,0.0,0.0,1.0,0.0,1.0,6.945352819755257,27.77777777777778,26.11111111111111,89,5,29.73
3,3,3,3,2,2,3,3,69.0,33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.247141193587941,32.22222222222222,22.22222222222222,55,9,29.64
3,3,3,3,3,3,3,3,59.0,34,18.0,1.0,0.0,0.0,0.0,1.0,0.0,6.434558821751816,32.22222222222222,23.88888888888889,62,2,29.7
3,3,3,4,3,3,3,3,60.0,34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.565917207288112,28.88888888888889,26.11111111111111,84,1,29.73
3,3,3,3,2,2,1,3,53.0,36,257.0,1.0,0.0,0.0,0.0,1.0,0.0,7.277519521944598,32.22222222222222,23.88888888888889,62,6,29.67
1,1,3,3,3,3,3,3,63.0,34,39.0,0.0,0.0,0.0,1.0,0.0,1.0,7.380290983105155,30.0,26.11111111111111,79,6,29.7
1,4,3,3,3,3,3,3,60.0,34,16.0,0.0,0.0,0.0,1.0,1.0,0.0,6.5818847550302015,32.22222222222222,23.88888888888889,62,5,29.73
4,5,2,1,4,3,2,4,71.0,33,9.0,0.0,0.0,0.0,1.0,0.0,1.0,5.536542890370092,28.88888888888889,26.11111111111111,84,12,29.7
3,3,2,2,3,3,3,3,78.0,30,3.0,1.0,0.0,0.0,0.0,1.0,0.0,8.248496030706109,33.888888888888886,25.0,59,6,29.7
3,4,2,3,4,4,2,4,71.0,32,10.0,0.0,0.0,0.0,1.0,0.0,1.0,8.352714889208851,28.88888888888889,25.0,79,8,29.79
4,3,2,2,3,3,2,4,73.0,32,8.0,1.0,0.0,0.0,0.0,1.0,0.0,8.035452036832472,32.77777777777778,23.88888888888889,59,6,29.73
3,2,2,2,4,4,2,4,73.0,32,2.0,0.0,0.0,1.0,0.0,0.0,1.0,5.5408845789282655,32.22222222222222,25.0,66,14,29.55
4,4,3,3,3,3,3,3,49.0,37,184.0,0.0,0.0,0.0,1.0,1.0,0.0,6.653193006271697,32.22222222222222,25.0,66,8,29.7
1,1,2,2,2,2,3,2,59.0,34,550.0,1.0,0.0,0.0,0.0,1.0,0.0,5.551669302940967,32.22222222222222,23.88888888888889,62,6,29.67
3,3,2,2,1,2,3,2,58.0,35,9.0,1.0,0.0,0.0,0.0,1.0,0.0,7.772755084451218,32.22222222222222,23.88888888888889,62,5,29.73
3,3,4,3,5,5,3,4,78.0,29,12.0,0.0,1.0,0.0,0.0,1.0,0.0,6.8656153828817805,26.11111111111111,26.11111111111111,100,1,29.7
2,1,4,4,2,2,4,2,65.0,32,20.0,0.0,0.0,1.0,0.0,0.0,1.0,7.39107728749636,28.88888888888889,25.0,79,3,29.61
2,2,4,4,2,1,4,2,61.0,34,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.30072547608243,32.77777777777778,23.88888888888889,59,6,29.73
2,2,4,4,1,1,4,2,59.0,35,5.0,0.0,0.0,1.0,0.0,0.0,1.0,7.147296663196176,30.0,25.0,74,8,29.64
1,1,4,4,1,2,3,2,59.0,35,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.755975982359269,32.22222222222222,25.0,66,7,29.67
2,3,3,3,4,4,4,2,73.0,31,22.0,0.0,1.0,0.0,0.0,1.0,0.0,8.318911127798362,26.11111111111111,26.11111111111111,100,1,29.7
2,3,4,4,3,2,2,3,78.0,31,87.0,1.0,0.0,0.0,0.0,1.0,0.0,7.140344541456088,32.77777777777778,23.88888888888889,59,6,29.73
3,2,4,4,2,2,2,2,86.0,29,1.0,1.0,0.0,0.0,0.0,1.0,0.0,6.803496738923102,32.22222222222222,25.0,66,6,29.7
3,3,4,4,2,2,3,2,64.0,34,5.0,0.0,0.0,0.0,1.0,0.0,1.0,6.456066599913491,30.0,26.11111111111111,79,0,29.73
2,2,4,4,2,2,3,2,61.0,33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.434925562781158,31.11111111111111,22.77777777777778,62,6,29.67
5,5,1,1,5,5,1,5,60.0,35,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.248496030706109,33.888888888888886,25.0,59,6,29.7
3,2,3,2,5,5,1,5,74.0,30,32.0,0.0,0.0,0.0,1.0,0.0,1.0,6.8533678805777685,27.22222222222222,23.88888888888889,84,1,29.73
3,4,3,2,3,3,2,3,58.0,35,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.358112004837368,31.11111111111111,25.0,70,14,29.76
2,4,2,2,3,3,2,3,58.0,35,136.0,0.0,0.0,0.0,1.0,0.0,1.0,8.315794868437607,31.11111111111111,25.0,70,14,29.76
2,2,3,3,2,2,3,2,63.0,33,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.139657270612567,32.22222222222222,23.88888888888889,62,7,29.67
4,4,1,1,5,5,1,5,75.0,31,2.0,0.0,0.0,0.0,1.0,0.0,1.0,5.565917207288112,28.88888888888889,26.11111111111111,84,1,29.73
2,3,3,3,4,4,2,4,72.0,32,12.0,0.0,0.0,1.0,0.0,0.0,1.0,7.299932697632379,31.11111111111111,23.88888888888889,66,15,29.55
3,2,3,2,4,3,2,3,72.0,32,15.0,0.0,0.0,0.0,1.0,0.0,1.0,6.9799975868089765,28.88888888888889,25.0,79,8,29.79
4,4,2,2,5,5,1,5,75.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.500711276745419,30.0,26.11111111111111,79,5,29.76
4,4,3,3,3,3,1,3,79.0,31,6.0,0.0,0.0,0.0,1.0,1.0,0.0,5.643426733089695,32.77777777777778,23.88888888888889,59,6,29.73
2,3,3,2,3,2,3,3,55.0,36,36.0,1.0,0.0,0.0,0.0,1.0,0.0,8.319486958080414,32.22222222222222,26.11111111111111,70,9,29.67
4,4,3,4,1,2,4,1,61.0,35,19.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0641937296023665,31.11111111111111,26.11111111111111,75,10,29.7
1,1,3,3,3,3,3,3,63.0,33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.075295551494054,31.11111111111111,22.77777777777778,62,6,29.67
3,3,3,3,3,3,2,3,63.0,34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.8350110521422645,30.0,25.0,74,0,29.73
2,2,2,2,2,2,3,2,49.0,36,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.367955301819842,27.22222222222222,25.0,89,10,29.7
5,4,1,1,4,4,2,2,89.0,28,1.0,1.0,0.0,0.0,0.0,1.0,0.0,6.803496738923102,32.22222222222222,25.0,66,6,29.7
5,3,4,3,4,3,3,3,70.0,33,17.0,0.0,0.0,0.0,1.0,0.0,1.0,5.683239434873928,28.88888888888889,26.11111111111111,84,8,29.79
2,2,1,1,4,4,2,4,49.0,37,68.0,0.0,0.0,1.0,0.0,0.0,1.0,5.694328120729331,27.77777777777778,23.88888888888889,79,1,29.7
2,2,5,5,2,2,4,1,67.0,33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.534440129004215,31.11111111111111,25.0,70,12,29.64
3,2,3,3,3,3,3,3,63.0,34,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.979208953742675,28.88888888888889,25.0,79,13,29.73
2,2,3,4,2,2,4,3,63.0,34,614.0,0.0,0.0,1.0,0.0,0.0,1.0,7.048320595099042,31.11111111111111,23.88888888888889,66,6,29.61
2,2,3,3,2,2,2,2,51.0,37,536.0,1.0,0.0,0.0,0.0,1.0,0.0,6.426916396226491,32.77777777777778,25.0,63,7,29.64
3,3,3,3,2,2,2,2,59.0,35,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.755975982359269,32.22222222222222,25.0,66,7,29.67
2,3,3,3,3,3,3,3,69.0,32,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.552040945996955,28.88888888888889,25.0,79,8,29.7
3,3,3,2,3,3,2,3,72.0,32,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.012321768343242,32.22222222222222,23.88888888888889,62,7,29.61
3,3,2,2,4,4,2,4,73.0,31,16.0,0.0,0.0,0.0,1.0,0.0,1.0,6.994570343494448,30.0,25.0,74,2,29.76
2,1,4,4,2,2,5,1,57.0,35,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.540435200415969,32.22222222222222,25.0,66,14,29.55
2,2,3,3,3,2,3,2,49.0,37,68.0,1.0,0.0,0.0,0.0,1.0,0.0,5.7365276080147565,27.77777777777778,26.11111111111111,89,8,29.73
3,3,2,2,2,2,4,1,65.0,34,177.0,0.0,0.0,0.0,1.0,0.0,1.0,6.1605888542476706,28.88888888888889,26.11111111111111,84,12,29.7
5,5,4,3,4,4,2,5,80.0,31,2.0,0.0,0.0,0.0,1.0,0.0,1.0,7.979308669739392,30.0,26.11111111111111,79,1,29.73
5,5,3,3,4,4,2,4,69.0,33,21.0,0.0,0.0,1.0,0.0,0.0,1.0,7.255635083821934,31.11111111111111,23.88888888888889,66,8,29.64
3,2,3,3,3,4,2,4,59.0,35,46.0,0.0,0.0,0.0,1.0,1.0,0.0,5.574192390993974,32.22222222222222,25.0,66,9,29.7
3,3,2,2,3,3,3,3,54.0,35,3.0,0.0,0.0,0.0,1.0,0.0,1.0,6.9783647017833665,30.0,25.0,74,8,29.76
3,3,2,2,5,5,2,5,60.0,34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.254840915406108,27.77777777777778,26.11111111111111,89,1,29.73
3,2,4,3,2,3,2,3,67.0,33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.4246916304081845,30.0,25.0,74,10,29.64
3,3,3,2,1,2,2,3,85.0,29,2.0,0.0,0.0,0.0,1.0,0.0,1.0,6.814369445451418,28.88888888888889,26.11111111111111,84,0,29.73
4,4,4,4,3,4,3,4,62.0,31,2.0,0.0,0.0,0.0,1.0,0.0,1.0,5.543257183550769,27.77777777777778,26.11111111111111,89,1,29.73
1,1,4,4,2,2,3,2,66.0,33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.4227550540211675,31.11111111111111,25.0,70,12,29.61
4,3,2,2,4,4,1,4,57.0,35,8.0,1.0,0.0,0.0,0.0,1.0,0.0,6.415295050940548,32.22222222222222,25.0,66,7,29.73
2,2,2,2,3,3,3,3,67.0,33,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.6818609421547865,28.88888888888889,26.11111111111111,84,5,29.76
2,2,3,4,2,3,2,3,77.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.416159928752833,28.88888888888889,27.22222222222222,89,6,29.73
2,3,2,3,3,3,2,3,60.0,35,31.0,0.0,0.0,0.0,1.0,0.0,1.0,7.058410845951214,31.11111111111111,25.0,70,10,29.76
1,4,4,4,5,4,4,2,60.0,31,3.0,0.0,0.0,0.0,1.0,0.0,1.0,8.243965904010901,27.77777777777778,26.11111111111111,89,1,29.73
3,3,3,3,1,3,3,3,58.0,34,16.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0922499195898805,32.22222222222222,23.88888888888889,62,2,29.7
3,3,3,3,3,3,3,2,56.0,33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.684234604248997,27.77777777777778,22.77777777777778,74,10,29.67
2,2,2,3,2,3,4,2,66.0,34,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.5993241764951485,28.88888888888889,25.0,79,10,29.7
2,5,2,3,4,4,4,2,90.0,28,22.0,0.0,0.0,0.0,1.0,0.0,1.0,7.155337808555683,27.22222222222222,26.11111111111111,94,2,29.76
5,5,3,3,5,4,4,3,65.0,33,29.0,0.0,0.0,1.0,0.0,0.0,1.0,7.1911068779812135,27.77777777777778,23.88888888888889,79,8,29.64
2,2,2,2,1,1,2,1,52.0,36,99.0,1.0,0.0,0.0,0.0,1.0,0.0,7.035683086805843,32.22222222222222,23.88888888888889,62,6,29.67
3,3,3,3,3,3,3,3,63.0,33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.255635083821934,31.11111111111111,23.88888888888889,66,8,29.64
4,3,3,2,4,4,2,4,66.0,33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.8350350171139365,30.0,25.0,74,9,29.67
3,3,5,5,1,1,5,1,77.0,31,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.644202397852575,31.11111111111111,25.0,70,8,29.67
2,2,3,3,3,3,3,2,59.0,34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.881889070960145,31.11111111111111,26.11111111111111,75,2,29.73
4,4,2,2,4,4,2,3,85.0,28,1.0,1.0,0.0,0.0,0.0,1.0,0.0,6.803496738923102,31.11111111111111,25.0,70,7,29.67
4,5,3,2,5,3,3,4,66.0,33,62.0,0.0,0.0,0.0,1.0,1.0,0.0,6.46835385483181,31.11111111111111,25.0,70,1,29.73
4,4,4,4,3,3,3,3,70.0,33,32.0,0.0,0.0,0.0,1.0,0.0,1.0,5.9525647790162015,30.0,26.11111111111111,79,0,29.73
4,4,2,1,4,4,2,4,58.0,35,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.183624692003495,31.11111111111111,25.0,70,7,29.7
3,2,4,4,3,3,3,3,79.0,31,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.9197071907894525,31.11111111111111,25.0,70,12,29.64
3,3,5,5,2,2,4,2,59.0,33,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.965964640839946,31.11111111111111,22.77777777777778,62,7,29.64
2,2,5,5,2,1,5,1,79.0,31,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.942705489534992,27.77777777777778,27.22222222222222,94,2,29.73
2,5,3,2,4,4,2,4,63.0,34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.269608968765189,27.77777777777778,25.0,84,6,29.73
2,2,2,2,3,2,3,3,67.0,32,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.434925562781158,31.11111111111111,22.77777777777778,62,6,29.67
1,4,3,4,2,1,4,1,73.0,31,6.0,1.0,0.0,0.0,0.0,1.0,0.0,6.748601097630438,31.11111111111111,23.88888888888889,66,8,29.7
2,2,4,5,1,1,5,1,49.0,36,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.367955301819842,27.22222222222222,25.0,89,10,29.7
4,3,3,3,5,4,4,2,62.0,33,27.0,0.0,0.0,0.0,1.0,0.0,1.0,6.671707034429164,27.22222222222222,26.11111111111111,94,2,29.76
5,4,3,2,4,4,2,4,58.0,35,1.0,0.0,0.0,0.0,1.0,1.0,0.0,5.671820730010102,30.0,25.0,74,9,29.7
