greenness degree,cleanliness degree,crowdedness degree,noisy degree,skin feeling degree,stress degree,personal aqi degree,safety degree,hum,tem,part_of_day_Afternoon,part_of_day_Early Morning,part_of_day_Evening,part_of_day_Morning,Not rush hour,Rush hour,distance_to_airport,num_people,num_motorcycles,num_cars,rms_contrast
4,5,2,1,5,5,1,5,59.0,34,0.0,0.0,0.0,1.0,0.0,1.0,7.235402411056873,0,0,0,74.72495983699999
1,1,3,3,3,3,3,3,70.0,31,0.0,0.0,0.0,1.0,0.0,1.0,6.67208616339026,9,11,0,68.56160292555842
2,2,5,5,2,2,4,2,63.0,33,0.0,0.0,1.0,0.0,0.0,1.0,7.255635083821934,13,5,0,54.32877192920148
2,3,1,1,5,5,1,5,75.0,31,0.0,0.0,0.0,1.0,0.0,1.0,5.565917207288112,3,3,0,59.33435705756722
1,4,3,3,4,3,3,2,48.0,37,0.0,0.0,0.0,1.0,0.0,1.0,6.945352819755257,6,8,1,59.483660548888246
3,3,3,3,2,2,3,3,69.0,33,0.0,0.0,1.0,0.0,0.0,1.0,7.247141193587941,6,6,0,74.96693218878606
3,3,3,3,3,3,3,3,59.0,34,1.0,0.0,0.0,0.0,1.0,0.0,6.434558821751816,6,3,1,78.21272825747303
3,3,3,4,3,3,3,3,60.0,34,0.0,0.0,0.0,1.0,0.0,1.0,5.565917207288112,11,8,0,56.848622983541695
3,3,3,3,2,2,1,3,53.0,36,1.0,0.0,0.0,0.0,1.0,0.0,7.277519521944598,4,2,1,80.39987653084476
1,1,3,3,3,3,3,3,63.0,34,0.0,0.0,0.0,1.0,0.0,1.0,7.380290983105155,9,4,2,67.05789907360054
1,4,3,3,3,3,3,3,60.0,34,0.0,0.0,0.0,1.0,1.0,0.0,6.5818847550302015,5,6,1,64.61286306782003
4,5,2,1,4,3,2,4,71.0,33,0.0,0.0,0.0,1.0,0.0,1.0,5.536542890370092,0,0,0,66.9108342235272
3,3,2,2,3,3,3,3,78.0,30,1.0,0.0,0.0,0.0,1.0,0.0,8.248496030706109,2,2,1,55.46766361199165
3,4,2,3,4,4,2,4,71.0,32,0.0,0.0,0.0,1.0,0.0,1.0,8.352714889208851,0,0,0,74.90547723676869
4,3,2,2,3,3,2,4,73.0,32,1.0,0.0,0.0,0.0,1.0,0.0,8.035452036832472,2,2,2,60.421255966209706
3,2,2,2,4,4,2,4,73.0,32,0.0,0.0,1.0,0.0,0.0,1.0,5.5408845789282655,0,0,0,84.12336536612713
4,4,3,3,3,3,3,3,49.0,37,0.0,0.0,0.0,1.0,1.0,0.0,6.653193006271697,4,4,1,73.8788710898354
1,1,2,2,2,2,3,2,59.0,34,1.0,0.0,0.0,0.0,1.0,0.0,5.551669302940967,3,3,2,63.95414134735348
3,3,2,2,1,2,3,2,58.0,35,1.0,0.0,0.0,0.0,1.0,0.0,7.772755084451218,4,6,1,73.41507926572227
3,3,4,3,5,5,3,4,78.0,29,0.0,1.0,0.0,0.0,1.0,0.0,6.8656153828817805,10,5,0,80.1636099495613
2,1,4,4,2,2,4,2,65.0,32,0.0,0.0,1.0,0.0,0.0,1.0,7.39107728749636,9,5,1,52.881115023769176
2,2,4,4,2,1,4,2,61.0,34,0.0,0.0,0.0,1.0,1.0,0.0,6.30072547608243,12,5,2,71.01697947282464
2,2,4,4,1,1,4,2,59.0,35,0.0,0.0,1.0,0.0,0.0,1.0,7.147296663196176,5,3,5,42.20267770646182
1,1,4,4,1,2,3,2,59.0,35,1.0,0.0,0.0,0.0,1.0,0.0,6.755975982359269,7,3,1,67.7825914735398
2,3,3,3,4,4,4,2,73.0,31,0.0,1.0,0.0,0.0,1.0,0.0,8.318911127798362,6,8,1,79.46712304382969
2,3,4,4,3,2,2,3,78.0,31,1.0,0.0,0.0,0.0,1.0,0.0,7.140344541456088,9,4,1,65.43275015758161
3,2,4,4,2,2,2,2,86.0,29,1.0,0.0,0.0,0.0,1.0,0.0,6.803496738923102,3,1,2,73.22087048936146
3,3,4,4,2,2,3,2,64.0,34,0.0,0.0,0.0,1.0,0.0,1.0,6.456066599913491,12,5,3,62.68100216826343
2,2,4,4,2,2,3,2,61.0,33,0.0,0.0,1.0,0.0,0.0,1.0,6.434925562781158,11,5,0,69.90700077146248
5,5,1,1,5,5,1,5,60.0,35,1.0,0.0,0.0,0.0,1.0,0.0,8.248496030706109,3,3,1,48.694022006709005
3,2,3,2,5,5,1,5,74.0,30,0.0,0.0,0.0,1.0,0.0,1.0,6.8533678805777685,0,1,0,84.33059814165256
3,4,3,2,3,3,2,3,58.0,35,0.0,0.0,0.0,1.0,0.0,1.0,8.358112004837368,0,0,0,62.64852990596411
2,4,2,2,3,3,2,3,58.0,35,0.0,0.0,0.0,1.0,0.0,1.0,8.315794868437607,0,0,0,61.740072986645565
2,2,3,3,2,2,3,2,63.0,33,1.0,0.0,0.0,0.0,1.0,0.0,7.139657270612567,8,6,3,65.16396166473324
4,4,1,1,5,5,1,5,75.0,31,0.0,0.0,0.0,1.0,0.0,1.0,5.565917207288112,2,1,0,72.5837714050087
2,3,3,3,4,4,2,4,72.0,32,0.0,0.0,1.0,0.0,0.0,1.0,7.299932697632379,0,0,0,68.39443520441523
3,2,3,2,4,3,2,3,72.0,32,0.0,0.0,0.0,1.0,0.0,1.0,6.9799975868089765,0,1,0,89.69086839740703
4,4,2,2,5,5,1,5,75.0,31,0.0,0.0,0.0,1.0,0.0,1.0,6.500711276745419,1,1,1,69.34324520996579
4,4,3,3,3,3,1,3,79.0,31,0.0,0.0,0.0,1.0,1.0,0.0,5.643426733089695,8,4,2,61.19133769496082
2,3,3,2,3,2,3,3,55.0,36,1.0,0.0,0.0,0.0,1.0,0.0,8.319486958080414,0,0,0,67.9473494402031
4,4,3,4,1,2,4,1,61.0,35,0.0,0.0,0.0,1.0,0.0,1.0,7.0641937296023665,1,0,0,68.25928633949296
1,1,3,3,3,3,3,3,63.0,33,0.0,0.0,1.0,0.0,0.0,1.0,7.075295551494054,7,11,3,52.53502050360939
3,3,3,3,3,3,2,3,63.0,34,0.0,0.0,0.0,1.0,0.0,1.0,6.8350110521422645,5,7,2,57.68475208039203
2,2,2,2,2,2,3,2,49.0,36,1.0,0.0,0.0,0.0,1.0,0.0,8.367955301819842,1,0,0,67.22170476610809
5,4,1,1,4,4,2,2,89.0,28,1.0,0.0,0.0,0.0,1.0,0.0,6.803496738923102,3,2,1,81.72467846111137
5,3,4,3,4,3,3,3,70.0,33,0.0,0.0,0.0,1.0,0.0,1.0,5.683239434873928,1,0,0,57.82219053136915
2,2,1,1,4,4,2,4,49.0,37,0.0,0.0,1.0,0.0,0.0,1.0,5.694328120729331,0,0,2,67.21967788137384
2,2,5,5,2,2,4,1,67.0,33,0.0,0.0,1.0,0.0,0.0,1.0,5.534440129004215,3,2,0,56.349582056653965
3,2,3,3,3,3,3,3,63.0,34,1.0,0.0,0.0,0.0,1.0,0.0,6.979208953742675,0,0,0,78.90152213699584
2,2,3,4,2,2,4,3,63.0,34,0.0,0.0,1.0,0.0,0.0,1.0,7.048320595099042,10,8,1,65.27560683612428
2,2,3,3,2,2,2,2,51.0,37,1.0,0.0,0.0,0.0,1.0,0.0,6.426916396226491,4,4,0,72.82353847185148
3,3,3,3,2,2,2,2,59.0,35,1.0,0.0,0.0,0.0,1.0,0.0,6.755975982359269,5,7,4,69.60232555127887
2,3,3,3,3,3,3,3,69.0,32,0.0,0.0,0.0,1.0,0.0,1.0,5.552040945996955,6,5,4,65.18207866522197
3,3,3,2,3,3,2,3,72.0,32,0.0,0.0,1.0,0.0,0.0,1.0,7.012321768343242,3,2,3,71.9987972566557
3,3,2,2,4,4,2,4,73.0,31,0.0,0.0,0.0,1.0,0.0,1.0,6.994570343494448,2,2,1,69.34611811944441
2,1,4,4,2,2,5,1,57.0,35,0.0,0.0,1.0,0.0,0.0,1.0,5.540435200415969,2,0,0,78.68861212798282
2,2,3,3,3,2,3,2,49.0,37,1.0,0.0,0.0,0.0,1.0,0.0,5.7365276080147565,3,5,2,55.99642052433874
3,3,2,2,2,2,4,1,65.0,34,0.0,0.0,0.0,1.0,0.0,1.0,6.1605888542476706,0,0,0,72.72603371502392
5,5,4,3,4,4,2,5,80.0,31,0.0,0.0,0.0,1.0,0.0,1.0,7.979308669739392,6,4,3,59.65902865279964
5,5,3,3,4,4,2,4,69.0,33,0.0,0.0,1.0,0.0,0.0,1.0,7.255635083821934,0,0,4,60.72686275658458
3,2,3,3,3,4,2,4,59.0,35,0.0,0.0,0.0,1.0,1.0,0.0,5.574192390993974,2,0,0,78.86022470535923
3,3,2,2,3,3,3,3,54.0,35,0.0,0.0,0.0,1.0,0.0,1.0,6.9783647017833665,5,9,5,67.51633557772446
3,3,2,2,5,5,2,5,60.0,34,0.0,0.0,0.0,1.0,0.0,1.0,7.254840915406108,11,6,1,73.47966417381103
3,2,4,3,2,3,2,3,67.0,33,0.0,0.0,1.0,0.0,0.0,1.0,6.4246916304081845,9,11,4,78.06114549793486
3,3,3,2,1,2,2,3,85.0,29,0.0,0.0,0.0,1.0,0.0,1.0,6.814369445451418,4,5,0,60.41788563367693
4,4,4,4,3,4,3,4,62.0,31,0.0,0.0,0.0,1.0,0.0,1.0,5.543257183550769,7,11,3,63.608431317714825
1,1,4,4,2,2,3,2,66.0,33,0.0,0.0,1.0,0.0,0.0,1.0,6.4227550540211675,6,9,3,66.15025460140605
4,3,2,2,4,4,1,4,57.0,35,1.0,0.0,0.0,0.0,1.0,0.0,6.415295050940548,0,0,0,64.22176722288253
2,2,2,2,3,3,3,3,67.0,33,0.0,0.0,0.0,1.0,0.0,1.0,5.6818609421547865,9,10,0,70.88492564956027
2,2,3,4,2,3,2,3,77.0,31,0.0,0.0,0.0,1.0,0.0,1.0,6.416159928752833,13,8,1,68.64078230834933
2,3,2,3,3,3,2,3,60.0,35,0.0,0.0,0.0,1.0,0.0,1.0,7.058410845951214,0,0,0,59.31577750635226
1,4,4,4,5,4,4,2,60.0,31,0.0,0.0,0.0,1.0,0.0,1.0,8.243965904010901,5,4,4,69.42989001957349
3,3,3,3,1,3,3,3,58.0,34,1.0,0.0,0.0,0.0,1.0,0.0,7.0922499195898805,8,4,2,76.53513851425099
3,3,3,3,3,3,3,2,56.0,33,0.0,0.0,1.0,0.0,0.0,1.0,6.684234604248997,0,0,0,65.58414674773998
2,2,2,3,2,3,4,2,66.0,34,1.0,0.0,0.0,0.0,1.0,0.0,7.5993241764951485,0,0,0,58.62852163352735
2,5,2,3,4,4,4,2,90.0,28,0.0,0.0,0.0,1.0,0.0,1.0,7.155337808555683,1,2,2,71.17692621259177
5,5,3,3,5,4,4,3,65.0,33,0.0,0.0,1.0,0.0,0.0,1.0,7.1911068779812135,3,2,2,59.306459371094256
2,2,2,2,1,1,2,1,52.0,36,1.0,0.0,0.0,0.0,1.0,0.0,7.035683086805843,1,2,6,51.672545244595916
3,3,3,3,3,3,3,3,63.0,33,0.0,0.0,1.0,0.0,0.0,1.0,7.255635083821934,4,5,2,55.771809164513826
4,3,3,2,4,4,2,4,66.0,33,0.0,0.0,1.0,0.0,0.0,1.0,5.8350350171139365,1,1,0,72.34880797503358
3,3,5,5,1,1,5,1,77.0,31,0.0,0.0,1.0,0.0,0.0,1.0,6.644202397852575,11,14,1,76.14756248741631
2,2,3,3,3,3,3,2,59.0,34,0.0,0.0,0.0,1.0,0.0,1.0,6.881889070960145,7,5,0,67.74553566682671
4,4,2,2,4,4,2,3,85.0,28,1.0,0.0,0.0,0.0,1.0,0.0,6.803496738923102,4,3,0,65.92990780373654
4,5,3,2,5,3,3,4,66.0,33,0.0,0.0,0.0,1.0,1.0,0.0,6.46835385483181,4,7,3,55.99407735193082
4,4,4,4,3,3,3,3,70.0,33,0.0,0.0,0.0,1.0,0.0,1.0,5.9525647790162015,11,6,2,64.335519058802
4,4,2,1,4,4,2,4,58.0,35,1.0,0.0,0.0,0.0,1.0,0.0,7.183624692003495,0,0,0,63.50770652641574
3,2,4,4,3,3,3,3,79.0,31,0.0,0.0,1.0,0.0,0.0,1.0,6.9197071907894525,6,9,1,62.703975566831254
3,3,5,5,2,2,4,2,59.0,33,0.0,0.0,1.0,0.0,0.0,1.0,6.965964640839946,9,6,1,73.2568008113406
2,2,5,5,2,1,5,1,79.0,31,0.0,0.0,0.0,1.0,0.0,1.0,6.942705489534992,21,6,0,79.8187509301283
2,5,3,2,4,4,2,4,63.0,34,0.0,0.0,0.0,1.0,0.0,1.0,8.269608968765189,2,0,0,79.56143645279094
2,2,2,2,3,2,3,3,67.0,32,0.0,0.0,1.0,0.0,0.0,1.0,6.434925562781158,4,5,7,66.16148988301546
1,4,3,4,2,1,4,1,73.0,31,1.0,0.0,0.0,0.0,1.0,0.0,6.748601097630438,0,0,0,79.13590291258087
2,2,4,5,1,1,5,1,49.0,36,1.0,0.0,0.0,0.0,1.0,0.0,8.367955301819842,2,1,7,61.11432768901136
4,3,3,3,5,4,4,2,62.0,33,0.0,0.0,0.0,1.0,0.0,1.0,6.671707034429164,8,7,0,72.56702195497847
5,4,3,2,4,4,2,4,58.0,35,0.0,0.0,0.0,1.0,1.0,0.0,5.671820730010102,0,0,0,73.87357997028391
4,4,4,4,5,5,5,2,57.0,35,0.0,0.0,0.0,1.0,0.0,1.0,5.558240225563053,7,5,5,73.54554702343178
2,2,3,3,3,3,3,3,64.0,34,0.0,0.0,0.0,1.0,0.0,1.0,6.456066599913491,3,5,5,62.10459622607022
2,2,1,1,5,4,1,5,61.0,34,0.0,0.0,0.0,1.0,1.0,0.0,6.30072547608243,1,1,2,52.35900809243734
3,3,2,2,4,4,2,4,73.0,31,1.0,0.0,0.0,0.0,1.0,0.0,6.424853336362936,0,0,5,68.97425585639253
3,3,4,4,4,4,3,2,62.0,33,0.0,0.0,0.0,1.0,1.0,0.0,6.611181559501808,5,4,2,75.27490764179211
3,4,4,4,2,2,3,3,48.0,37,0.0,0.0,0.0,1.0,0.0,1.0,5.583255666404068,14,4,0,69.19179582339905
2,2,4,4,3,2,3,2,79.0,31,0.0,0.0,0.0,1.0,0.0,1.0,6.942705489534992,11,8,3,62.78961600205328
4,4,2,1,4,4,1,4,57.0,36,0.0,0.0,0.0,1.0,1.0,0.0,5.5451303425127225,0,0,0,71.62280576567534
2,2,5,5,2,2,5,2,69.0,33,0.0,0.0,1.0,0.0,0.0,1.0,7.247141193587941,11,7,2,66.02844499230008
1,1,4,4,2,2,4,1,75.0,32,0.0,0.0,0.0,1.0,0.0,1.0,6.8350110521422645,10,9,3,61.70615529138952
2,2,2,2,3,3,1,3,75.0,31,0.0,0.0,0.0,1.0,0.0,1.0,7.4156238185669885,2,1,1,70.91594403669819
2,2,2,2,4,4,1,5,78.0,31,1.0,0.0,0.0,0.0,1.0,0.0,7.140344541456088,4,4,2,57.76151952661336
4,4,2,2,4,4,2,4,60.0,34,0.0,0.0,0.0,1.0,1.0,0.0,6.405893135335709,0,0,0,77.34709242172059
2,4,2,2,1,1,3,2,65.0,33,0.0,0.0,0.0,1.0,1.0,0.0,5.583996112142152,0,0,0,77.26053494228957
3,4,3,4,3,3,3,3,63.0,33,0.0,0.0,0.0,1.0,0.0,1.0,8.357432419530094,0,0,0,78.39565452677323
3,3,2,2,3,3,2,3,68.0,33,0.0,0.0,0.0,1.0,1.0,0.0,7.2389288226766775,6,6,1,64.10718721820007
2,2,4,3,2,3,3,3,67.0,31,1.0,0.0,0.0,0.0,1.0,0.0,7.071520297519047,4,4,2,58.243228263650806
4,4,2,2,5,5,2,5,60.0,34,0.0,0.0,1.0,0.0,0.0,1.0,6.839885533378197,2,5,3,75.2899290407308
4,5,2,2,5,5,2,5,73.0,31,0.0,0.0,0.0,1.0,0.0,1.0,7.046161324941102,3,1,2,60.48229888641424
2,3,5,5,3,3,3,2,57.0,36,0.0,0.0,0.0,1.0,0.0,1.0,5.589318277498476,9,7,0,69.97394001207348
3,3,3,2,2,3,2,3,58.0,35,0.0,0.0,0.0,1.0,0.0,1.0,5.553555135024763,1,2,0,70.88489366845394
4,4,2,1,5,5,1,5,60.0,34,0.0,0.0,0.0,1.0,1.0,0.0,6.435550974431423,0,0,0,79.7837156119827
3,4,3,3,4,4,3,3,72.0,31,0.0,0.0,0.0,1.0,0.0,1.0,7.864764462811165,9,9,4,60.20579458188193
4,4,2,3,2,3,3,2,60.0,34,0.0,0.0,0.0,1.0,1.0,0.0,7.211324537457537,3,4,4,74.32476894832135
2,3,4,3,3,2,4,2,69.0,33,0.0,0.0,1.0,0.0,0.0,1.0,8.30981226464321,0,1,0,79.38370369484625
4,5,3,2,4,4,2,4,75.0,33,0.0,0.0,0.0,1.0,1.0,0.0,5.535289938867325,2,0,0,72.68954938202391
2,2,2,2,3,2,3,2,49.0,37,1.0,0.0,0.0,0.0,1.0,0.0,6.426119487345481,0,0,5,56.29401413151676
1,1,5,5,2,2,4,2,69.0,33,0.0,0.0,1.0,0.0,0.0,1.0,7.247141193587941,17,5,0,74.16679051135267
3,3,2,2,4,4,3,3,60.0,35,1.0,0.0,0.0,0.0,1.0,0.0,8.248496030706109,4,3,4,59.18525897758385
4,2,5,5,2,2,5,2,61.0,34,0.0,0.0,1.0,0.0,0.0,1.0,5.5327577214313575,9,6,0,82.1987998206218
2,2,1,1,5,5,1,5,77.0,31,0.0,0.0,0.0,1.0,0.0,1.0,6.416159928752833,0,0,0,65.87982263349535
3,3,2,2,3,3,1,2,59.0,34,1.0,0.0,0.0,0.0,1.0,0.0,5.551669302940967,5,5,2,67.40596442102779
3,3,3,3,3,4,3,3,89.0,28,0.0,0.0,0.0,1.0,1.0,0.0,8.330483281090004,2,6,0,70.31293979173867
2,2,4,4,2,3,3,3,69.0,32,0.0,0.0,0.0,1.0,0.0,1.0,5.552040945996955,9,5,2,70.63925886037255
3,4,3,2,3,4,2,3,63.0,34,0.0,0.0,0.0,1.0,0.0,1.0,5.553056288772904,10,7,0,71.19716627999384
3,2,4,5,1,1,4,2,49.0,37,0.0,0.0,0.0,1.0,1.0,0.0,5.6429957786218585,13,5,0,69.80824836384261
4,4,3,3,3,3,2,3,53.0,36,1.0,0.0,0.0,0.0,1.0,0.0,5.5698732630988665,6,2,2,65.50069758724167
1,1,5,5,1,1,4,1,78.0,31,1.0,0.0,0.0,0.0,1.0,0.0,5.574105052449228,16,12,0,59.624445213634225
3,3,5,5,2,1,5,1,55.0,35,0.0,0.0,1.0,0.0,0.0,1.0,6.6161019973789905,19,11,0,76.54359148579695
4,3,2,3,3,2,3,2,63.0,32,1.0,0.0,0.0,0.0,1.0,0.0,6.182247444457492,2,3,1,56.63469985185014
2,2,4,4,1,1,3,3,58.0,34,0.0,0.0,1.0,0.0,0.0,1.0,5.5342563405919885,8,4,4,61.04204516635432
3,4,4,4,4,3,2,3,79.0,31,0.0,0.0,0.0,1.0,0.0,1.0,6.942705489534992,11,7,1,69.60947077360825
2,2,4,4,2,2,3,2,52.0,36,1.0,0.0,0.0,0.0,1.0,0.0,7.035683086805843,8,4,0,59.71881629626776
2,2,4,4,2,2,2,2,61.0,34,0.0,0.0,0.0,1.0,1.0,0.0,6.30072547608243,7,7,6,52.102137284157855
3,3,3,3,2,2,3,3,89.0,28,0.0,0.0,0.0,1.0,0.0,1.0,8.290502987116332,1,1,4,60.889477583450024
3,3,3,2,4,4,2,4,59.0,35,0.0,0.0,1.0,0.0,0.0,1.0,5.6754364797939685,0,0,0,74.87724885853817
2,4,2,2,5,3,4,3,73.0,31,0.0,1.0,0.0,0.0,1.0,0.0,8.242636708111881,10,4,2,77.82499015550842
1,1,5,5,2,2,3,2,69.0,33,0.0,0.0,1.0,0.0,0.0,1.0,7.247141193587941,11,5,1,70.69480884093436
3,3,2,2,3,3,1,3,61.0,33,1.0,0.0,0.0,0.0,1.0,0.0,6.424005102799696,1,1,0,67.8638914504593
2,2,4,4,2,2,4,2,75.0,32,0.0,0.0,1.0,0.0,0.0,1.0,5.645113135417142,9,2,2,78.59893901184724
2,2,4,3,2,2,1,1,85.0,28,1.0,0.0,0.0,0.0,1.0,0.0,5.953830733243893,4,3,3,59.729055821181106
3,3,3,3,5,5,5,1,89.0,28,0.0,0.0,0.0,1.0,0.0,1.0,7.908215272622181,5,5,0,70.22697345839126
3,3,2,2,4,4,2,4,64.0,33,0.0,0.0,0.0,1.0,0.0,1.0,8.32635423219491,6,4,2,70.29173877417907
2,3,1,1,4,4,1,3,54.0,36,0.0,0.0,1.0,0.0,0.0,1.0,7.1546814231299285,12,4,2,46.73660525479349
2,2,3,3,3,3,3,3,67.0,33,0.0,0.0,1.0,0.0,0.0,1.0,6.4246916304081845,7,6,4,59.98772110154362
3,3,3,3,3,3,3,3,48.0,37,0.0,0.0,0.0,1.0,0.0,1.0,6.945352819755257,9,7,0,65.4890628086342
3,3,4,3,3,3,3,3,60.0,34,0.0,0.0,0.0,1.0,0.0,1.0,7.254840915406108,7,6,1,59.33383796676243
4,4,3,3,3,3,3,3,65.0,34,0.0,0.0,1.0,0.0,0.0,1.0,6.4227550540211675,5,6,1,69.7844164791225
3,3,2,2,3,2,3,3,55.0,36,1.0,0.0,0.0,0.0,1.0,0.0,7.125446182378829,0,0,0,73.87668900433313
3,3,3,3,2,2,3,2,58.0,35,1.0,0.0,0.0,0.0,1.0,0.0,7.772755084451218,1,4,4,65.9363776894793
2,2,1,1,4,4,1,4,51.0,37,1.0,0.0,0.0,0.0,1.0,0.0,6.426916396226491,4,3,5,71.7765720534097
3,3,5,5,2,2,2,2,88.0,28,0.0,0.0,0.0,1.0,0.0,1.0,5.565722894430606,11,8,1,64.47868424424347
3,3,3,3,3,3,2,3,75.0,32,0.0,0.0,0.0,1.0,0.0,1.0,6.8350110521422645,7,4,0,61.153390978333796
1,1,3,3,3,3,3,3,68.0,32,1.0,0.0,0.0,0.0,1.0,0.0,6.904028356434848,6,9,1,65.2871281037121
3,3,1,1,3,3,1,4,56.0,36,0.0,0.0,0.0,1.0,1.0,0.0,6.420552224741925,3,9,0,67.45344217704987
2,2,5,2,2,2,5,2,61.0,34,0.0,0.0,1.0,0.0,0.0,1.0,5.5327577214313575,11,6,2,70.23737660217961
3,3,5,4,2,2,2,2,55.0,36,0.0,0.0,0.0,1.0,0.0,1.0,7.398967478187786,10,9,0,78.97758824885713
2,2,3,3,4,3,2,4,59.0,34,1.0,0.0,0.0,0.0,1.0,0.0,8.48366348779483,1,0,0,71.85114210227319
2,2,4,4,2,2,3,3,62.0,34,0.0,0.0,1.0,0.0,0.0,1.0,6.420915291993301,10,8,1,76.22250155619018
3,3,4,3,3,2,2,3,73.0,31,0.0,0.0,0.0,1.0,0.0,1.0,7.4156238185669885,7,6,0,72.6935197618663
2,2,4,4,3,3,3,4,66.0,33,0.0,0.0,0.0,1.0,0.0,1.0,7.201964291736032,10,8,2,61.59098771064122
2,5,2,3,2,3,3,4,53.0,36,0.0,0.0,0.0,1.0,0.0,1.0,8.111679392091457,0,0,0,72.1391097639484
3,3,2,1,4,4,1,4,67.0,33,0.0,0.0,0.0,1.0,0.0,1.0,7.153792457838597,0,0,0,68.3627225157054
3,3,3,2,3,2,3,3,68.0,33,0.0,0.0,0.0,1.0,0.0,1.0,8.12726530664003,7,1,1,68.47514174095271
1,1,5,5,2,1,4,1,55.0,35,0.0,0.0,1.0,0.0,0.0,1.0,6.6161019973789905,5,7,2,75.869908584028
2,2,2,4,5,5,3,3,78.0,29,0.0,1.0,0.0,0.0,1.0,0.0,6.8656153828817805,4,3,1,78.30116888291752
3,5,3,3,2,2,2,3,53.0,36,0.0,0.0,0.0,1.0,1.0,0.0,8.257514151290863,6,6,2,68.46957724289575
3,3,3,3,2,3,2,3,61.0,34,0.0,0.0,1.0,0.0,0.0,1.0,5.5327577214313575,7,6,0,69.7308234826113
3,3,4,4,2,2,4,2,51.0,37,0.0,0.0,0.0,1.0,1.0,0.0,5.553797947921642,7,6,1,59.5147031635852
3,3,3,2,2,2,2,3,68.0,33,1.0,0.0,0.0,0.0,1.0,0.0,8.410632053795693,2,3,3,60.08593327161452
4,3,3,3,3,3,3,4,69.0,33,0.0,0.0,1.0,0.0,0.0,1.0,7.247141193587941,1,1,6,64.61505014990955
3,3,1,1,4,4,1,4,51.0,37,1.0,0.0,0.0,0.0,1.0,0.0,6.426916396226491,1,0,1,70.07803523863205
3,3,4,3,3,3,4,2,58.0,35,0.0,0.0,0.0,1.0,0.0,1.0,5.578210988268254,1,0,0,80.55295093510723
1,1,2,2,4,4,2,4,56.0,36,0.0,0.0,0.0,1.0,1.0,0.0,6.420552224741925,3,3,4,62.122039943254
5,5,2,2,5,5,1,5,71.0,32,0.0,0.0,0.0,1.0,0.0,1.0,6.425338299103254,0,0,0,66.0456590389762
2,4,2,3,4,4,1,4,73.0,32,0.0,0.0,0.0,1.0,0.0,1.0,8.477212436419533,0,0,0,61.94665956670229
4,4,3,2,4,4,2,4,58.0,35,0.0,0.0,0.0,1.0,0.0,1.0,6.6723802044698655,0,0,0,57.63954997965648
2,2,3,3,3,3,3,2,59.0,35,1.0,0.0,0.0,0.0,1.0,0.0,6.755975982359269,4,4,3,62.30511866810757
3,4,3,3,3,3,3,3,64.0,32,0.0,0.0,0.0,1.0,0.0,1.0,6.8153822681697065,6,3,1,53.0073357498887
3,3,4,4,4,4,3,3,62.0,33,0.0,0.0,0.0,1.0,1.0,0.0,6.611181559501808,7,3,3,67.12933737675645
2,2,2,2,4,4,1,4,59.0,35,0.0,0.0,1.0,0.0,0.0,1.0,7.147296663196176,2,7,1,65.42367804631394
2,3,2,2,4,3,1,3,49.0,36,1.0,0.0,0.0,0.0,1.0,0.0,8.367955301819842,1,2,3,64.9537821897261
2,2,2,2,2,2,2,2,53.0,36,1.0,0.0,0.0,0.0,1.0,0.0,7.277519521944598,6,7,1,73.89381472082889
1,1,3,3,4,4,2,2,73.0,31,1.0,0.0,0.0,0.0,1.0,0.0,6.424853336362936,6,4,1,76.45285370041675
3,3,3,3,3,2,3,3,56.0,36,1.0,0.0,0.0,0.0,1.0,0.0,8.277394635834794,10,7,1,65.35223293359563
2,2,4,4,3,3,3,3,55.0,36,0.0,0.0,0.0,1.0,0.0,1.0,7.398967478187786,10,7,1,64.41164912457397
3,3,4,4,5,3,3,3,64.0,32,0.0,0.0,1.0,0.0,0.0,1.0,8.311027694480455,8,8,1,61.45588636479492
3,3,3,3,2,2,3,2,48.0,37,0.0,0.0,0.0,1.0,1.0,0.0,8.314817300803693,5,3,1,79.00267340242256
3,4,3,3,4,2,4,4,56.0,35,0.0,0.0,1.0,0.0,0.0,1.0,6.306241331859154,0,0,0,62.58479224260454
3,2,2,2,4,4,2,4,56.0,35,0.0,0.0,1.0,0.0,0.0,1.0,7.149043412660304,0,0,0,76.81406685224282
3,3,3,3,2,3,3,3,57.0,34,1.0,0.0,0.0,0.0,1.0,0.0,7.069661657745508,5,4,2,73.2832748242403
4,4,4,4,3,3,3,3,70.0,33,0.0,0.0,0.0,1.0,0.0,1.0,5.9525647790162015,11,5,2,67.77536673250343
1,1,5,5,1,1,5,1,59.0,35,0.0,0.0,1.0,0.0,0.0,1.0,7.147296663196176,12,6,4,46.84908479691949
4,3,3,3,3,3,3,3,68.0,33,0.0,0.0,0.0,1.0,1.0,0.0,7.2389288226766775,6,6,1,71.70993547800103
2,1,3,3,3,3,3,3,73.0,31,0.0,0.0,0.0,1.0,0.0,1.0,6.994570343494448,7,5,3,70.73560093891007
3,3,3,3,3,3,3,3,66.0,33,0.0,0.0,0.0,1.0,0.0,1.0,8.351629912900599,5,5,4,59.768762516665184
2,2,3,2,2,1,4,1,53.0,36,0.0,0.0,0.0,1.0,1.0,0.0,6.2868942336843086,3,0,0,73.33493044442757
3,3,3,3,3,2,2,2,55.0,35,0.0,0.0,1.0,0.0,0.0,1.0,6.6161019973789905,10,8,1,73.530479515318
